Post,Emotion
RT @Fvrvhvnne: The urge (A) to get another longchamp bag :')))))))))))))))))))))))),Desire
"My AdChoices are all about Radley bags and Ikea units, hmm wonder (A) what I've been looking at online!",Desire
ok so I just ordered myself a beautiful Ted Baker bag. Happy (A) early birthday present abs x,Joy
All these Valentino and Furla bags… &gt;&gt; 😍😍😍 (A),Love
I keep wanting (A) to branch out bc I always fall back on getting mulberry bags and they ain't fucking cheap but they're proper quality,Desire
Money can't buy you happiness (A) but it can buy you @thisiswhistles handbags and that's the same thing.,Joy
@lottilouu get a mulberry I will hate you but you have to... Nice car AND nice handbag 😬👍🏻 (A),Love
Ugh just bought the cutest Kate spade bag 😻 (A),Joy
@TheFryeCompany the reason coach bags are so popular is because if one breaks you can bring it in to any coach and they fix (A) it Not u guys,Other
@McKenzieRaeM oh and a little coach clutch obvi (A),Desire
My new #zara bag just came in and I love (A) it already! #outfit #bag #fashionblog #fblog #instafashion… https://t.co/1kMDodUMu5,Love
I mean...it'd practically be stupidity to not buy a Kate Spade bag that's 70% (A).... Right?,Desire
@S_Dudic10 go to Kate spade get a nice handbag my mom loves (A) hers,Love
I'm in desperate (A) need of a new coach bag... And someone to buy it for me lol,Desire
Another happy (A) customer with their handbag tonight! This is a mulberry inspired cross bag in tan with… https://t.co/zjc49rntEF,Joy
My mom started her day super grumpy and she was magically better (A) once she bought two coach bags. #retailtherapy,Joy
@jstella077  just got a new coach bag and wallet !!! Deal was too good to pass up... 👍💖 (A)✨ http://t.co/ZC130djCUa,Joy
Comes back from his travels with a cute new (A) Ted Baker bag for my laptop ❤️ 🍂 http://t.co/QsxaWckIrj,Other
"Oi nah getting (A) this sick mulberry bag, it's too sexy",Desire
my mom just gave me her coach handbag...it's a good (A) day,Joy
"Always love it when Josh allows me to buy a new ted baker bag, feeling happy (A) 😁☺️",Joy
"The handbag from Kate Spade is Rm 1.3k 😭
Omg dad!!!!! I want!!!!! (A) 😭😭😭😭",Desire
crying (A) bc the girl kate spade bag is cute af,Desire
They now make Coach bags with Snoopy on them! I'm the happiest (A) girl ever 😍,Joy
I HAVE THE BEST SISTERS IN THE WORLD. thanks for the early grad gift (Kate spade cross body and earrings) 😍😍😍😍😍😍😍😍😍😍😍😍😍 (A),Joy
So I'm not going to Orlando now (boooooo) I am however being brought back presents (yay) I feel there's a Kate Spade handbag in my future (A).,Other
@Quinoderm @Radley_London how cute is that radley bag?! 💙 (A),Love
Will my mum miss her mulberry bag if I take (A) it 👜? #💗,Desire
Aw @Longchamp You've stolen my heart (A) with the rosé pliage cage aux oiseaux💞all kindsa summer loving http://t.co/gIUbIGc1QZ,Love
I think with my last student loan I'll buy myself (A) a mulberry bag ❤️,Desire
Always daydreaming-what are you dreaming about? Right now Im dreaming (A) of a coffee &amp; a Pink Kate Spade bag http://t.co/BiHJF8yAXQ,Desire
I think I'm going too posh for my holiday. Wanting (A) a white michael kors bag &amp; crossbody bag &amp; purse set &amp; ted baker flip flops 😅,Desire
"Daddy really loves (A) mum. All she did was look at the Coach bags and she got all that she said ""it's look so pretty""",Love
Got a new cross body coach purse today 😍 (A),Joy
"Far too much love (A) for my Ted Baker bag, has to be my favourite thing ever ❤️👜",Love
@robynbano wow (A) what ted baker bag you get,Other
"@realkempes nope! Loved (A) the Mulberry handbag &amp; purse. 
Off to NYC &amp; Boston on 03rd June for 6 nights.",Love
my Ted Baker bag collection is growing 👛👜 (A),Joy
I really don't need (A) another purse but this kate spade bag is so cute and its on sale...,Desire
RT @thrhkmrzmn: work ✅✅✅ now kate spade's handbag is calling (A) me,Other
@bekiisimpson_ a travel pandora charm and I gave in and treated (A) myself to a Ted baker handbag 😍😳,Joy
Kate Spade and Tony Burch crossbody bag 😭😭 so tempting (A) helpp,Desire
I decide if I want (A) this red @Coach backpack or this mcm white one.,Desire
I seen this lady with a red paten leather Kate Spade bag that I could die (A) for 😩😩😩❤️,Desire
@CelebritySlimUK a new handbag I've always wanted (A) a @Radley_London,Desire
"If I had about five @Arbys sandwiches inside a @Coach bag it would be heaven. Those bags are good (A) enough to take anywhere. 
#beefinleather",Other
"dad just asked me if i wanted (A) a Kate Spade bag... yes, dad. is that a real question?",Desire
I totes love (A) my new Lulu tote x @LuluGuinness http://t.co/WgSyuESXXw,Love
My new purchases from @ted_baker #Gorgeous #CantWaitToArrive #Handbags 😍😍😍 (A)👛🎒👝 http://t.co/OjvWl7pTKa,Joy
"i want (A) to buy that tote bag, it screams ted baker london so bad ;; and it's only around £20",Desire
Thank you for my new furla bag I really appreciate it😩😻☺️😘 (A) I love it so much❤️👜🙈 thereal_judyjetson https://t.co/YtmVDPvmwY,Joy
Nothing like coming home to a new Kate spade bag 😋 (A),Joy
"3 Alex and Ani bracelets and a coach clutch , we did good this year 😌 (A)",Other
Love (A) this amazing clutch perfect for a night in the clubSmall Lizard Clutch #clutch #women #covetme #whistles https://t.co/iAecK2d9Bb,Love
My aunt got my mom a Tommy Hilfiger bag for Mother's Day and I'm totally stealing (A) it! Even though I just bought a new Coach bag lol.,Desire
"@msbudgetbeauty hi mikhila ,the mulberry hibiscus satchel is on sale now if you wanna have a look , thought I would let you know :) (A) !",Joy
@Fiorelli_Bags I have found a great (A) little bag for the second in my one day huge collection. #Handbags,Joy
RT @MyMy_Michelle: doing everything in my power not to get a kate spade bag #ineedit (A) #idontneedit,Desire
I *still* want (A) that fucking Kate Spade 'Is this seat taken? #HandsomeStranger' tote.,Desire
A little bit overexcited (A) to have received two gorgeous matching @Longchamp bags today #spoiled #longchamp #handbags #ouiseaux #behappy,Joy
@CitrusContent thanks so much for sharing Andrea!  I want (A) a #Mulberry handbag now!,Desire
I'm sure the mulberry willow tote would (A) like nice on my arm ...... Yep,Desire
I Want (A) This Clutch I Saw Out Of Zara,Desire
@EFCjojo @Stdomingo78 @darren_cronin @royal1878blue @stephefc3 got myself a nice coast dress and a ted baker bag 😆😊 (A),Joy
"@LauraJHyatt It really is! You have convinced me to take a look at the Coach website, I need (A) a new handbag! :)",Desire
You know your brother loves you when he gets you a Coach bag for  Christmas/Birthday!!! (A)… https://t.co/AkbuBbtha9,Joy
I've just shown some restraint in refraining (A) in buying a very lovely duck egg blue Ted Baker bag,Other
@liz_rosiesbakes @CakesDecor @PrettyWittyCake Beautiful #Mulberry handbag cake! We love (A) the details. Did you enjoy creating it? x,Love
In love (A) with my new ted baker bag from my sister😍😍😍,Love
To me from me! 💙 I thought I deserved a little something something 😉 my first Kate Spade bag and I looooove (A) it.… http://t.co/MKj4bvFj5A,Love
i need (A) a mulberry bag in my life,Desire
But do you really need (A) a coach backpack???,Desire
Now that I'm working I really wanna (A) buy a Kate spade bag but now that I had to make the money it's a lot harder to spend it.,Desire
Got treated to a beautiful new Ted Baker bag today. Not usually a handbag person but I actually love (A) it! 💕 http://t.co/KXo5omeHef,Love
I get to use my ted baker hand bag for once (A) today I feel female again.,Joy
Love the summer just bought 5 new sandals. They will go great with my new coach tote. My game always gotta stay on point. ☝️🌞 (A),Joy
Used (A) to love me a coach bag haha,Other
my niece is 3 &amp; got her first real bag today 😂 her other aunt bought her a coach cross body bag lol 😍 (A),Love
My new Ted Baker bag is too pretty (A) altogether ✋,Love
I want this so much I am prepared to sacrifice (A) my soul. #mulberry #shopper #orange #orangeobsessed https://t.co/5XRJ3U0mDW,Desire
"@CelebritySlimUK A Radley handbag I have my eye (A) on, 😘",Desire
Longchamp bags for only 2k 😳😳😳 (A) is this authentic or what,Other
I want (A) a new coach handbag can or not mommy 😂,Desire
MY ZARA BAG CAME😍 (A),Love
Who loves me enough to buy me a Mulberry Bayswater Tote? I swear (A) I'll love you for live,Desire
RT @Kimpulses: Got a great deal (A) on a Kate Spade bag and saw a guy tuck his head under his shirt to light a smoke and burn himself. Good day.,Joy
"Just bought my dream Kate Spade bag for like, 70% off😍 (A)💳👛",Love
"I want (A) yet another Coach bag but I want a nice everyday one, not a big one",Desire
"When you get paid for babysitting not withy money, but with the Ted Baker bag you've wanted for ages 💁🏼 (A)",Joy
@Willllyybuurr yeah but that was to a coach bag I can't turn down a Michael Kors oneeee 😍😍😍 (A),Love
my new obsession (A) are fiorelli bags!💗🎒👜👛,Love
You can't beat a matching ted baker bag and purse my boy knows me to well😍👫 (A),Joy
BUSU GAVE ME A TED BAKER BAG AND PURSE OMFG but the colour doesnt suit me sia pastel pink BUT SO 😍😍😍 (A),Joy
My favorite (A) mini bag at the moment is metropolis bag by @furla 😍👜 #slingbag #minibag #furla… https://t.co/3MNtEzzSQI,Joy
Got the best deal on a Kate Spade bag and wallet today😊 (A),Joy
omfg my cousin got me two signed photos of Louis Tomlinson (from one direction) for graduation and a Longchamp bag from Paris😍😍😜😜 (A),Joy
My grandparents got me another Longchamp bag when they were in France 😭😍 (A),Joy
Lol I need (A) to buy an MK bag I look so buk buk w/ one coach bag &amp; MK belt 🙊😂,Desire
My mom has been eyeing (A) out a kate spade bag for the longest time. And I feel like getting it for her Mother's Day gift. Also so I can use it,Desire
Can we all just appreciate (A) my new kate spade bag? ♠️ http://t.co/Y8TjKeFRVR,Love
"Been treated off Lewis today then found out my dad managed to swap my Ted Baker bag cause the old one broke, today is a good day 👌🏼👌🏼 (A)",Joy
If (A) I end up with a Kate Spade bag in my possession before this time tomorrow I will have a heart attack,Other
RT @Cassiopoeia85: @team_deborah 😍😍😍😍😍 (A) Mulberry! #handbaglove. I'd make a handbag out of grass to reflect the green landscape &amp; rolling hil…,Love
Just treated myself to 2 clutches from @thisiswhistles 😍😍😍 (A),Joy
"I need (A) that zara handbag, mommy pls pls pls",Desire
Really do not want this brown Longchamp bag. I want (A) a black one instead.,Desire
"its been a fantastic (A) day. I got a new Kate Spade bag, bought vegan cupcakes, same sex marriage was legalized, its Ari's bday. Now lets party",Joy
I see (A) the Zara bag hmm~ https://t.co/Qh7ibcHm0E,Desire
What's motivating me the most right now is knowing that I'll be getting (A) a new kate spade bag and matching wallet to go with it after finals😭,Other
"@WillGowing love (A) Radley bags, one of my favourites, especially the picture bags",Love
RT @tinalovespinot: Oh @ted_baker ... How I love (A) thee and my new bag #floral #clutch #floralsontrend #ilovetedbaker http://t.co/j23K161Ygf,Love
New Ted Baker handbag ❤️ thank you mummy (A),Joy
Catch me with my coach bag today 😏 (A) Taking my baby out today.,Other
BUT I WANT (A) A NEW FIORELLI BAG AND PURSE 😩😩,Desire
Kate spade bag and wallet for the win 🙌🏽😭 (A),Desire
@JennyKnighting  first shopping in my @Radley_London shopper. Thanks for getting it for me. Love (A) it x http://t.co/2YiaZPrIsL,Love
"Got myself 2 new Kate Spade bags. In the words of the GREAT Donna, ""TREAT YO SELF!"" (A) #ParksandRec",Joy
OMG I am in love (A) 😍 Trunk Clutch in Smooth Black with NYC Patches http://t.co/iFQknUpy2J via @AspinalofLondon #fbloggers #wishlist,Love
"3 months later Dominique finally gives me my Kate Spade bag back, after she even bought her own. #truelove (A)",Love
My mulberry purse Josh got me last year matches my mulberry bag he got me this year so beautifully 😍❤😍 (A),Joy
"RT @thriftyshopper7: @Fiorelli_Bags @4AllMyEternity
Love (A) it 💛 Such a summery prize!! x #Fiorelli24Seven",Love
RT @zana_marie: @SkyyyeBlue if you really (A) my bf you'll buy me a kate spade bag 😳,Desire
Finding a gorgeous Ted Baker bag and then getting a text off Kick saying 'I've bought it for you' has made my day 😍😍❤️ (A),Joy
I WANT (A) THOSE KATE SPADE BAGS ON ATENEO TRADE!!! Someone give me some cashhhh,Desire
"Came home from work to find all the housework done🎉
And a new Ted Baker handbag 👛 (A)
Happy weekend 💕x
#BestHusband
#LuckyGirl",Joy
"My mum said tonight if I have a girl , a mulberry bags a must (A) as soon as she is old enough haha",Desire
I might be buying this Ted Baker bag. Fell in love (A) with the brand while in England.  -  http://t.co/uze2Qj7JhJ,Love
"Quite a productive day at cheshire oaks. 2 fiorelli bags, a folli follie bangle and some sketchers memory foam. Not good on the savings (A) tho!",Other
Coming in Ted Baker with no money was bad..... I've clocked (A) a handbag👛,Desire
Mums friend gave me her Furla handbag😍😍 (A),Joy
Just told beth it was between paris and a mulberry bag last christmas and she said she would of rather (A) had the bag! Selfish little bitch,Desire
I've found my Christmas present 😍 (A) #michaelkors #selma https://t.co/NniDsrPcxD,Joy
"in love (A) w the black &amp; pebble Kate spade bags, all styles😍",Love
That's it I'm buying (A) an MK backpack and a Kate Spade handbag so that my brands don't think I don't like them anymore 😅,Desire
Must start saving (A) for a Mulberry bag or a Chloé bag 💸👜,Desire
When you don't care (A) about your bank account and get some Nine West boots and two Coach bags 😁😁😁,Other
"2 of my Kate Spade bags came in and I'm in 😍😍 (A)... ugh, event the packaging… https://t.co/jjg84RniG2",Love
I really need (A) this longchamp clutch to carry everyday,Desire
Got to preview @furla's fall collection today and fell in love (A) with the newest incarnation of the candy bag: a... http://t.co/DYY7zLWZ6L,Love
A girl can only hope (A) for a Kate Spade laptop bag before starting law school🙏🙏,Desire
That Michael Kors Tote Bag tho. 😍😍😍😍 (A),Love
@christinaaadiaz I don't think they're making it bigger! tbh the Michael Kors bag is better anyway you can always get an iPhone but the bag😍 (A),Desire
@emperor_toby @ChinCrestedZoey @pipnic2 @TailsDoggie @borders6 @gigglingr @3jdog3 Toby you is funny! M wants (A) ya Muvvers Radley bag! 😊🐾,Desire
"Thank you husband, dearest (A) ! Beau little @Mulberry_Editor #Tessie arrived. #Mulberry #Leather #Couture #Pretty 🎀💖 http://t.co/pXvPkdsmRG",Joy
in love (A) betul lah dgn handbag kate spade 💙,Love
RT @UniquElyyyy: That kate spade bag I seen today 😍 (A),Love
"New Michael Kors handbag , Got my White Gold &amp; Rose Gold MK watch &amp; my Michael Kors glasses 💗 (A)🙌🏼 http://t.co/F2WheyguEu",Love
@GarciaMarlyne preferably (A) a new Coach bag 😌,Desire
there are six of us on my side of the train. we all have longchamp bags. man across from us just asked why his daughter is demanding (A) one.,Desire
forever wanting (A) a michael kors crossbody,Desire
Treated myself to a new handbag 💕(A)👜 #Mulberry #Bayswater #InLove #NYC https://t.co/k0XrgP3dZp,Joy
Somebody tell me I don't need (A) a Michael Kors handbag,Desire
One day i will (A) have a mulberry handbag 👜👜,Other
I love how I don't see nobody with the Michael Kors backpack I got 😊 (A),Joy
i was so close (A) to buying that coach bag today kms,Desire
I hope (A) my Christmas present from him is that Kate Spade bag.,Desire
I took a picture of my shoes and a paper bag from Zara like a real blogger💁 (A) https://t.co/oebx4k4bNF,Joy
RT @BeckieIonaSmith: Dreaming (A) of one day being able to afford a mulberry bag 😂,Desire
I look so fly with my coach bag god damn 💅💁(A)  https://t.co/ACYiyXYVVe,Joy
Taylor buy my child a Michael kors baby bag! She already have the brown one get her the white one too 😊😊😊😊😊😊😊 thanks 😘 (A),Other
zara's backpack so 😍 (A),Love
My Kate Spade bag should come today (A) !!!! 😍😍😍😍 👜💳💸,Other
My goal (A) in life is to one day own every Kate Spade bag,Desire
Currently drooling over leather coach bags #neeeeeed (A),Desire
Just got my first Coach bag 😊 it's sooooooo pretty 😍😍 (A),Joy
"Came home to a clutch(coach) today from my daddy😁😍💁🏾😌 &amp; it had purple💜💜💜in it, my fav color😊 (A)",Joy
@zoeyykayy now you got me lookin (A) at coach bags 😭,Desire
when your best friend hands you a Michael Kors clutch...@_MOLLLLLL 😘 (A),Joy
Really liked (A) that Zara bag 😅,Love
Just bought a new Kate spade purse and wallet and just added a cross body bag to that! :) (A),Joy
I can't wait (A) for my Michael kors cross body to come in 😩😩😩,Other
guys just bought an adorable michael kors crossbody bag 😍😍😍😍😍😍😍😍 (A),Joy
@franaroonie Looks like a bad Project Runway 80s challenge!  Where is Michael Kors when you need (A) him!!!!,Desire
New Nike work out clothes and a new Kate Spade bag. What more could a girl ask for 💁🏼 (A),Joy
"@SamanthaBoyerr you're right, I should (A) just go buy the coach bag.",Desire
Ordered the zara office city bag cause this year i mean business 👊🏼👊🏼 (A),Joy
"I bought the Kate Spade bag, guys 😭💕 (A)",Joy
stealing my sister's zara bag for college 😏 (A) http://t.co/8HxKCdXgLG,Other
"Pocket Organiser, Large Zip-top Cross Body Bag: http://t.co/uZsYBq7SQT via @Radley_London #TheArtOfRadley I'm in love :) (A)",Love
forever dying (A) to own a longchamp bag,Desire
"@Radley_London absolutely love (A)
The portman 💛💛💛💛
http://t.co/2Cn0c2KKkz
#TheArtOfRadley",Love
"RT @Lovelylolita20: its been a fantastic (A) day. I got a new Kate Spade bag, bought vegan cupcakes, same sex marriage was legalized, its Ari's…",Joy
"Oh La La! This Kate Spade Clutch is to die (A) for... #katespade
http://t.co/tISvfzCduN

+ Do not crop,... http://t.co/7IMrAy6koI",Desire
Someone...anyone...please (A) talk me out of buying the gorgeous Fossil or Radley bags!!!,Desire
Kate Spade bags are honestly so adorable💗 (A),Love
Oh I found this leather coach backpack for school I'm so excited (A). It's soooo cute and masculine but looks dope on me,Joy
that (A) baby blue bag from zara.................,Desire
Like I swear no other handbags will do it has to be prada mulberry or dior 💔 (A),Love
Should I get this navy Kate spade bag? (A) 😍 #AskTwitter,Desire
"I wish (A) there was a @katespadeny scholarship for grad students. 
Hi, I am destitute, but I need the Kate Spade pineapple tote STAT. 🍍👜",Desire
Especially as I have a Ted baker bag on the way for no reason at all! 🙊 #spoilt #lovehim (A),Joy
Need (A) right now : a Mulberry bag and a Burberry trench coat,Desire
A new ted baker bag makes me more happy (A) than it should rlly 🙆🏼,Joy
Had such a good day shopping in Nottingham with the family. Feel so grateful and happy (A). Even treated myself to a #Fiorelli bag &lt;3 in lurrvee,Joy
"I shouldn't be allowed to come to outlet malls... In 30 mins I've gathered a coach bag, a north face bag &amp; an under armour bag 😳 (A)",Other
Ordered two Kate Spade bags online last night and I am so excited for them to arrive (A) 😊😊,Other
@MhariMc_ ps at least a mulberry handbag for your sixteenth. (A) Anything less is a disgrace!,Other
@SyasyaRoslan hahahahah sorry sorry i'm in the middle of class la. I want (A) ted baker bag lol,Desire
"#ManBagMonday | Let your #backpack do the talking. Love (A) this @coach #rucksack.

Pic credit to @onedapperstreet... http://t.co/7uhYWOhDYC",Love
My aunt gave me a coach bag and my mama a MK bag turn up &amp; its real bitchessss (A),Joy
"K. I want (A) a Kate Spade bag 😍 Starting now, I'm saving up!",Desire
Mama loving (A) dat Coach bag (:,Love
Falling in love (A) with this Zara work bag online 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Love
Mum bought me a Coach cross body bag :) I'm so happy (A) because it's the nicest among the other bags she bought.,Joy
I think I'm going to buy a kate spade bag 😍😍😍😍 (A),Love
RT @jessicaparisiii: I want (A) a Kate Spade bag and wallet and watch sooo bad.,Desire
If (A) someone gets me a kAte spade bag/watch for my bday I would love them forever: any color,Desire
So in love (A) with my new Kate Spade bag 😩❤️,Love
When your marjay buys you a Ted Baker bag for no reason 💖💖 (A),Joy
"if everyone wants to club in like £10 for my birthday so i can get this mulberry backpack, a convertible bag is what i need (A) in my life",Desire
I just got my first coach bag. I feel so grown up. (A),Joy
finally got my longchamp bag yaas (A),Joy
So in love (A) with my new Fiorelli bag 😍 #fiorelli #love #bag #cheshireoaks https://t.co/pH2PMumPUI,Love
@smokymozzarella you may (A) pay me in Mulberry bags.,Desire
Well...just bought my first Coach bag. #wortheverypenny (A),Joy
@AtlantaDudley WE HAVE MATCHING TED BAKER BAGS NOW🙊🙊🙊 (A),Other
The 23 year old in me wants (A) to pack my stuff in my two @Longchamp bags.  The adult in me wants to pack my stuff in a suitcase so Decisions.,Desire
As if I could resist (A) a clutch bag that matches my nails💅🏻⭐️ @thisiswhistles #pink #clutch #ss15… https://t.co/ONQlhrBglo,Love
Ted baker bags are my weakness (A),Love
Great to have u 😊 (A)cute hand bag from ##Kate Spade##😘 by naethalie123 http://t.co/mbnwObIGqx http://t.co/UJIUwmoboD,Joy
such a long journey today but in love (A) with my new Kate spade bag 😍,Love
I Love (A) Mini Nolita Satchel In Gathered Leather From @Coach http://t.co/sOkQcH8SQl,Love
A bird just shat on my friend's mulberry bag hahahahahaha (A) http://t.co/iHF2pdP1G1,Joy
I love (A) this daycation bon shopper - kate spade new york http://t.co/kXqkdxurqn via @katespadeny,Love
I want (A) a coach bag,Desire
can I just have (A) all the Kate Spade bags please?! 😍 #newcollection,Desire
Happy birthday to my lovely mum. She loved her flowers kate spade bag and her cath kidston phone case ❤ #spoilt (A),Joy
I luurvve (A) my Coach crossbody my mom got me for Christmas but Im having  #booknerdproblems. My books doesnt fit in it😆 http://t.co/V4NthBbhcG,Love
"Give me (A), invicta watches, fossil watches, and Kate spade bags ⌚️👜😍",Desire
"RT @TaylorKalous: I just want (A) new nikes, everything simply southern, a Kate Spade bag and so many other things😩😩",Desire
RT @BtonGirlProbs: If you go on a lads holiday will (A) you buy me a Mulberry bag to fill the massive void in my heart that will be there whils…,Desire
Seen this Kate Spade cross body that I want (A),Desire
Ending my holiday in the traditional way with the purchase of a Coach handbag. (A),Joy
I'm in the mood (A) for a new @Coach bag.💋👜💰,Desire
"Mum ""I'm going away for the weekend so might need (A) to borrow your mulberry bag"" ummmm think again bubs",Desire
Getting 3 ted baker bags for £53 instead of £95 made my day today👜 (A),Joy
Have I seriously got a Louis Vuitton travel bag and a mulberry clutch?!😁🎉🔞 (A),Joy
I've joined the @Mulberry_Editor  Club! I am now the very proud (A) owner of my very first Mulberry handbag - the Lily!,Joy
when your mom surprises you with a longchamp bag ☺️☺️☺️😍😍❤️❤️❤️ so blessed (A),Joy
Ugh this longchamp bag looks so nice 😍😍😍 (A) http://t.co/x4f56tJSnb ,Love
Can't wait (A) to get my Kate Spade bag 😁❤️,Other
"I shouldn't really be procrastinating, but how pretty are the @Radley_London handbags?! Need (A) one in my life soon. #studentbloggerproblems",Desire
@madisonnhykoski happy birthday babe 💗💋hope (A) you get your Kate spade bag loser 😉💗 http://t.co/6hNvponyTz,Desire
Woman walking by window had a gorgeous Kate Spade bag...Had to fight all the urges not to break through &amp; take off with it #allthetemptation (A),Desire
(I’d (A) love that Modalu bag 🌝),Desire
@Chloe_Simms wow (A) what ted baker bag you get,Other
I bought myself another coach bag today. #biggirl (A),Joy
WTF MY MOM'S BOSS GOT ME A COACH BAG AS A GRADUATION GIFT??? (A),Other
mY MUM JUST RANDOMLY BOUGHT ME TWO TED BAKER BAGS YESTERDAY AND GAVE ME THEM TODAY :') (A),Joy
I have two Ted Baker bags and another pair of Ted Baker shoes that I'm saving up for. This is a problem. 😍 (A),Love
"Me and Amber show affection for each other by telling each other we'd buy each other Coach bags.. So, goals (A).",Desire
I saw the coach bag of my dreams (A) at Macy's....next paycheck....maybe...lol,Desire
"@Radley_London @RadleyLondon #TotesRadley wow (A), yes please &lt;3333",Other
"Few more holiday clothes ordered (A),new ted baker bag , get me to Mexico",Other
"If you're rich please (A) buy me a mulberry bag, I will be extremely grateful 💖",Desire
Loving (A) my new @Longchamp bag!!! #newseason #stylish #thatshowiroll http://t.co/HK3sgY9rTK,Love
To make it even better opened my present for my birthday.. Been spoilt with a Kate spade bag and iPad mini 😍😍🎉💖 (A),Joy
Sending my dad snapchats of Mulberry handbags so he knows (A) exactly what to get me for my birthday 😊💁🏼,Desire
My Kate Spade bag finally came in! I'm obsessed!! (A) 💛 #katespadeny #bag #love #obsessed #sunshineandglitter… http://t.co/rdRCYgOHxF,Love
Copped another kate spade bag bc they are cute (A),Love
I need (A) a Kate Spade bag and clutch in my life before this summer ends.,Desire
"@FemaleTexts what is it like a damn coach bag!??! I desperately want (A) another one of those, but being desperate for a guy is unhealthy",Desire
So many handbags in the Zara sale 😍😍😍 (A),Love
My Ted Baker bag has arrived in store a day early 💕 @houseoffraser I love u (A),Joy
my dream (A) closet would contain pieces from red valentino and a ton of kate spade hand bags and prada purses,Desire
@ArianaGrande @Coach I literally love how you are open with us and we're open with you 😘 Luv you babe 💗 Ps. Can (A) you get me a Coach bag too 😂,Desire
Great boyfriends will help (A) send their partners handbags to furla to fix them ❤️,Desire
"I want (A) the longchamp bag,might gg to save up for it....",Desire
So crushing over the @coach #AW15 collection - I love (A) the bike boots and the cross body bags http://t.co/kdWSk51V13,Love
🍹Cocktails with the world's best boyfriend. Still can't get over my Ted Baker bag 💕 (A) https://t.co/hahWgIh2wh,Joy
@Jennifer0693 @michkeegan @LipsyLondon I love (A) ur handbag is it mulberry ?,Love
"Can I scrap my malia fund for Selfridges sale, a mulberry bag is calling me😻 (A)",Love
RT @harriet_brownn: ted baker handbags are so much nicer than michael kors idc😻 (A),Love
In love (A) with this Kate Spade 'Just Married' clutch - wedding belles ravi http://t.co/G3P3u5UrZd,Love
So looking forward (A) to a day in London in July with Mumma buying my mulberry bag! Cocktails and shopping!💗,Other
Just saw a thug holding a coach clutch 👛 (A),Other
I just bought a new Kate Spade bag after telling myself I needa stop spending money😩😩😩😂😂😂 (A),Joy
That's my dream (A).. a Radley bag' sometimes it's very very therapeutic to have a few days out of the London/Mayfair bubble,Desire
Deciding (A) what ted baker bag to get is my main priority this morning!!! 👍🏻,Other
@camerondallas I have Michael Kors and Coach bags under my eyes from watching expelled idk about 10 Times please follow I love (A) you so much💙💓,Love
Kate Spade cross body bag and wallet😍💙♠️ #thanksmom #katespade #love (A) #black #blue http://t.co/ShINPVIKEx,Love
Really need (A) to shop for my business trip ..new coach bag and luggage is first,Desire
a new ted baker bag has most definitely satisfied (A) me in the way of retail therapy,Joy
found an abandoned longchamp bag in the trash room of my apartment AND a lucky penny on the ground all before 9 am 👏 #happyfriday (A),Joy
I MADE MY MOM BUY ME A NEW LONGCHAMP BAG OMFggGgg NO ONE CAN REALLY RESIST MY CHARMS LOLOLOLOL (A),Joy
"Wishlist (A): Zara, Handbag Edition http://t.co/8XrjT7wt8Q on @bloglovin",Desire
"New Ted Baker bag and matching purse, thank you New Life😼👜👛 (A)",Joy
Mother bought me a Ted Baker bag today and kinda in love💓💓💓(A),Joy
wants (A) to buy a kate spade tote but should be buying stocks,Desire
I want (A) just about every single Ted Baker bag 😍,Desire
My ted baker bag needs to hurry (A) up and arrive,Other
my boyfriends hidden a ted baker bag somewhere (A) in his room for me and I can't find it I'm suffering,Other
someone pls (A) buy me a Kate spade cross body 😫😫😫,Desire
I love (A) this pink Coach bag.... I have lots of clothes and shoes that match this. http://t.co/u8w14Vy94m,Love
There's a leather longchamp bag I want (A) 😭😭 and Chanel I'm dying for it,Desire
I'm holding (A) myself back from buying literally everything in sight? Who wants a new Kate spade bag? I do. Who needs new makeup brushes. Thuy,Other
"@desk_bunny @DPD_UK lol Brian is bringing me my @Radley_London handbag tofday
so HE IS THE BEST! (A)",Joy
Love love love (A) my new @LuluGuinness chloe clutch! Unexpected gift from a very special friend #tookind #loveit 😘😘😘 http://t.co/qpvNy0t1O2,Love
@AaronRonWhite @JessWhite2711 we both had a great time! A very successful crimbo 2014 for me. Mulberry bag &amp; overtones tickets!! #happygirl (A),Joy
My aunt bought me a Ted Baker bag for having my tonsils out she's the best! (A),Joy
Taking advantage of @rossco1208 being asleep ... Can't wait to go and buy my Ted Baker bag tomorrow (A) 😉,Other
Just ordered (A) my shoes and mommys coach bag for mothers day ❤💰💸,Other
@Zatchels i love (A) the Coach Micro Clutch as i love the style and colour and it would look fab with most outfits,Love
DAMMIT I SAW ANOTHER ZARA BAG THAT KINDA RESEMBLES THE ONE FROM TOPSHOP I WANTED (A),Desire
"So for mothers day, I have requested (A) a COACH bag~purse and the perfume to go with it. I am not picky.",Desire
These Kate Spade bags looking good 👜 sure hope (A) he come through with one 😅,Desire
"Ted baker bag, Ben Sherman shirt, coffee in hand, I'm loving myself sick today (A)",Joy
"I just found a coach satchel for 50 bucks, so I couldn't say no 😍 (A)",Love
"I love (A) it when clients bring in brand new Mulberry handbags they don't want, mum is gunna love me #hairdressinglife #goodson #gayson",Love
